4163218

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.70              1.65              1.18             10.06
2                       2.72              1.65              1.18              9.13
4                       2.70              1.62              1.17              7.74
8                       2.68              1.62              1.18              8.99
16                      2.68              1.62              1.18             10.64
32                      2.93              1.77              1.33             12.08
64                      2.95              1.77              1.33             11.85
128                     3.11              1.93              1.36             13.54
256                     3.13              1.93              1.43             16.08
512                     3.17              1.93              1.52             18.80
1024                    3.52              2.25              1.70             24.85
2048                    4.01              2.57              2.09             30.67
4096                    5.05              3.32              2.74             36.69
8192                    7.80              5.18              4.51             41.99
16384                  13.60              8.54              7.69             34.28
32768                  49.07             20.81             19.22              0.00
65536                  70.54             29.93             27.80              0.00
131072                112.68             48.64             45.52              0.00
262144                189.11             86.72             81.34              0.00
