4163628

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.71              1.65              1.18             10.28
2                       2.72              1.64              1.16              7.15
4                       2.70              1.64              1.16              8.80
8                       2.70              1.64              1.15              7.47
16                      2.70              1.64              1.16              8.38
32                      2.93              1.79              1.32             14.09
64                      2.93              1.79              1.33             14.24
128                     3.14              1.95              1.35             12.49
256                     3.15              1.95              1.40             14.71
512                     3.17              1.95              1.50             18.64
1024                    3.52              2.25              1.69             24.78
2048                    4.19              2.72              2.09             29.58
4096                    5.05              3.31              2.72             36.15
8192                    7.92              5.31              4.54             42.53
16384                  13.54              8.53              7.68             34.76
32768                  49.13             20.55             19.08              0.00
65536                  70.67             29.90             27.69              0.00
131072                113.31             48.85             45.51              0.00
262144                189.53             86.75             81.30              0.00
