4164692

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.66              1.63              1.15              9.65
2                       2.67              1.62              1.15              8.78
4                       2.59              1.54              1.14              8.42
8                       2.66              1.61              1.15              9.00
16                      2.58              1.53              1.15              8.75
32                      2.90              1.76              1.30             13.20
64                      2.88              1.75              1.30             13.12
128                     2.93              1.77              1.33             12.66
256                     3.11              1.94              1.38             16.00
512                     3.17              1.95              1.49             18.20
1024                    3.48              2.23              1.68             25.26
2048                    4.13              2.69              2.06             30.20
4096                    5.03              3.31              2.69             35.98
8192                    7.74              5.15              4.45             41.78
16384                  13.43              8.40              7.65             34.24
32768                  48.73             20.60             19.11              0.00
65536                  70.62             29.70             27.76              0.00
131072                113.21             48.90             45.70              0.00
262144                189.12             86.34             81.03              0.00
