4160848

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.57              1.53              1.14              7.92
2                       2.62              1.56              1.14              6.90
4                       2.61              1.55              1.14              6.98
8                       2.62              1.55              1.14              6.23
16                      2.71              1.64              1.14              6.74
32                      2.77              1.65              1.26             11.26
64                      2.78              1.65              1.27             10.34
128                     2.79              1.65              1.30             12.58
256                     2.95              1.79              1.36             14.95
512                     3.21              1.95              1.44             12.74
1024                    3.37              2.09              1.62             21.17
2048                    3.84              2.43              2.00             29.71
4096                    4.93              3.22              2.65             35.27
8192                    7.71              5.12              4.44             41.67
16384                  13.54              8.48              7.70             34.24
32768                  49.12             20.79             19.28              0.00
65536                  70.46             29.92             27.80              0.00
131072                113.00             49.11             45.89              0.00
262144                189.26             86.92             81.60              0.00
