4161502

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.70              1.65              1.16              9.90
2                       2.70              1.65              1.17              9.68
4                       2.68              1.62              1.17              9.76
8                       2.68              1.62              1.16              8.51
16                      2.68              1.62              1.17              9.87
32                      2.76              1.64              1.32             15.01
64                      2.97              1.82              1.34             14.03
128                     3.05              1.90              1.36             15.32
256                     3.07              1.90              1.42             17.29
512                     3.13              1.90              1.51             18.63
1024                    3.47              2.21              1.69             25.32
2048                    4.10              2.67              2.07             30.97
4096                    5.02              3.29              2.73             36.50
8192                    7.89              5.28              4.51             42.10
16384                  13.54              8.49              7.69             34.38
32768                  49.03             20.77             19.22              0.00
65536                  70.84             30.37             28.26              0.00
131072                113.60             49.13             45.86              0.00
262144                188.48             86.90             81.56              0.00
