4162977

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.72              1.64              1.21             11.11
2                       2.73              1.64              1.20              9.07
4                       2.74              1.65              1.19              8.28
8                       2.73              1.64              1.19              8.93
16                      2.73              1.64              1.20              9.34
32                      2.95              1.78              1.37             14.35
64                      2.88              1.72              1.34             12.96
128                     2.98              1.81              1.37             14.65
256                     3.20              1.97              1.42             13.51
512                     3.23              1.97              1.51             16.70
1024                    3.57              2.28              1.69             23.53
2048                    4.06              2.58              2.09             29.21
4096                    5.10              3.33              2.74             35.65
8192                    7.96              5.32              4.53             41.62
16384                  13.56              8.47              7.75             34.26
32768                  49.05             20.54             19.07              0.00
65536                  70.31             29.92             27.83              0.00
131072                112.32             48.41             45.28              0.00
262144                188.76             86.45             81.18              0.00
