4160538

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.64              1.22             11.02
2                       2.73              1.64              1.20              9.39
4                       2.73              1.64              1.21             10.52
8                       2.74              1.64              1.21              9.97
16                      2.74              1.64              1.21              9.52
32                      3.15              1.94              1.38             11.98
64                      3.15              1.94              1.38             12.80
128                     3.17              1.95              1.42             13.93
256                     3.18              1.95              1.46             15.48
512                     3.21              1.94              1.56             18.73
1024                    3.57              2.27              1.75             25.84
2048                    4.24              2.74              2.16             30.46
4096                    5.12              3.34              2.80             36.53
8192                    7.95              5.30              4.59             42.35
16384                  13.72              8.67              7.84             35.53
32768                  49.06             20.97             19.44              0.00
65536                  70.65             29.94             27.79              0.00
131072                112.69             48.74             45.56              0.00
262144                189.65             86.44             81.08              0.00
