4162249

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.69              1.62              1.18              9.69
2                       2.69              1.63              1.21             12.08
4                       2.69              1.63              1.20             11.84
8                       2.70              1.62              1.20             11.07
16                      2.69              1.63              1.21             12.03
32                      3.12              1.94              1.37             13.94
64                      3.12              1.94              1.37             14.12
128                     3.13              1.95              1.40             15.40
256                     3.12              1.92              1.47             18.56
512                     3.15              1.92              1.55             20.78
1024                    3.51              2.24              1.73             26.70
2048                    4.16              2.71              2.12             31.37
4096                    5.07              3.33              2.77             37.53
8192                    7.92              5.33              4.55             43.06
16384                  13.74              8.67              7.87             35.70
32768                  49.02             20.66             19.20              0.00
65536                  70.92             30.40             28.23              0.00
131072                113.77             49.04             45.91              0.00
262144                189.61             87.32             81.96              0.00
