4158397

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.67              1.62              1.17             10.22
2                       2.67              1.62              1.15              8.21
4                       2.69              1.65              1.16              9.49
8                       2.70              1.64              1.15              8.56
16                      2.70              1.64              1.16              9.28
32                      2.76              1.64              1.27             11.94
64                      2.76              1.64              1.27             12.18
128                     2.77              1.64              1.30             13.38
256                     2.95              1.81              1.36             16.25
512                     3.18              1.96              1.45             15.82
1024                    3.34              2.06              1.63             20.81
2048                    3.85              2.45              2.04             31.14
4096                    4.94              3.22              2.66             35.67
8192                    7.69              5.11              4.48             42.30
16384                  13.59              8.55              7.65             34.08
32768                  49.13             20.78             19.23              0.00
65536                  70.89             30.13             28.02              0.00
131072                112.32             48.41             45.27              0.00
262144                188.21             86.20             80.91              0.00
