937921

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.41
2                      20.10
4                      22.46
8                      18.42
16                     17.13
32                     20.59
64                     21.15
128                    12.57
256                    12.14
512                    14.24
1024                   20.03
2048                   24.53
4096                   28.50
8192                   30.58
16384                  39.38
32768                 113.06
65536                 135.54
131072                166.71
262144                283.65
