931862

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.89
2                      26.21
4                      27.79
8                      30.46
16                     18.99
32                     25.39
64                     21.66
128                    20.26
256                    12.60
512                    17.81
1024                   19.50
2048                   21.53
4096                   31.48
8192                   32.35
16384                  30.02
32768                 116.60
65536                 130.89
131072                159.81
262144                264.40
