934449

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.94
2                      11.49
4                      19.98
8                      25.03
16                     19.71
32                     19.41
64                     20.83
128                    17.28
256                    15.08
512                    17.79
1024                   17.42
2048                   18.07
4096                   24.05
8192                   32.76
16384                  37.11
32768                 109.31
65536                 130.49
131072                177.68
262144                265.01
