932896

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.19
2                      17.86
4                      18.10
8                      14.86
16                     16.79
32                     16.77
64                     16.00
128                    13.37
256                    12.88
512                    19.84
1024                   18.91
2048                   21.28
4096                   23.01
8192                   32.09
16384                  38.21
32768                 114.40
65536                 129.39
131072                162.86
262144                261.15
