927269

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.36
2                      16.78
4                      19.00
8                      20.79
16                     20.98
32                     27.73
64                     31.70
128                    17.60
256                    15.59
512                    16.55
1024                   18.14
2048                   27.58
4096                   24.16
8192                   38.25
16384                  33.89
32768                 110.94
65536                 137.01
131072                151.17
262144                265.15
