930661

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.51
2                      18.36
4                      18.22
8                      15.30
16                     15.31
32                     14.68
64                     17.24
128                    20.24
256                    18.43
512                    17.74
1024                   27.89
2048                   19.90
4096                   23.59
8192                   43.73
16384                  44.15
32768                 109.54
65536                 134.87
131072                163.36
262144                274.47
