939207

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.10
2                      16.46
4                      20.31
8                      13.57
16                     16.76
32                     18.45
64                     16.87
128                    13.26
256                    20.98
512                    20.52
1024                   12.38
2048                   24.68
4096                   26.85
8192                   25.99
16384                  33.75
32768                 117.29
65536                 138.61
131072                172.47
262144                272.60
