937550

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.97
2                      12.02
4                      18.29
8                      11.31
16                     17.70
32                     17.12
64                     12.75
128                    18.50
256                    19.73
512                    21.41
1024                   25.53
2048                   24.64
4096                   23.63
8192                   27.55
16384                  36.28
32768                 113.35
65536                 130.81
131072                170.38
262144                265.37
