928679

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.85
2                      23.97
4                      25.03
8                      26.19
16                     27.49
32                     15.21
64                     19.31
128                    23.54
256                    16.34
512                    10.77
1024                   11.86
2048                   23.63
4096                   26.09
8192                   27.00
16384                  32.36
32768                 105.06
65536                 131.76
131072                169.29
262144                280.21
