933251

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.75
2                      18.10
4                      19.15
8                      18.22
16                     21.98
32                     17.25
64                     15.83
128                    19.27
256                    13.01
512                    22.32
1024                   20.56
2048                   19.53
4096                   26.22
8192                   29.78
16384                  39.93
32768                 105.66
65536                 132.77
131072                165.62
262144                279.92
