931413

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.36
2                      14.01
4                      15.03
8                      23.39
16                     15.92
32                     13.10
64                     16.14
128                    19.18
256                    17.57
512                    18.30
1024                   27.70
2048                   25.61
4096                   22.19
8192                   30.12
16384                  39.10
32768                 112.50
65536                 128.99
131072                157.46
262144                273.98
