937188

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.96
2                      17.79
4                      27.76
8                      17.96
16                     21.15
32                     16.20
64                     17.81
128                    21.02
256                    23.85
512                    20.97
1024                   25.58
2048                   23.81
4096                   23.77
8192                   31.61
16384                  48.19
32768                 109.02
65536                 131.47
131072                165.76
262144                257.32
