938837

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.85
2                      11.92
4                      15.21
8                      26.53
16                     17.75
32                     13.54
64                     13.04
128                    20.83
256                    13.52
512                    10.30
1024                   10.28
2048                   12.60
4096                   21.49
8192                   35.76
16384                  31.72
32768                 114.27
65536                 137.62
131072                171.57
262144                264.76
