934912

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.39
2                      15.59
4                      15.96
8                      19.04
16                     19.05
32                     21.90
64                     17.05
128                    20.34
256                    17.46
512                    19.77
1024                   28.10
2048                   29.27
4096                   34.44
8192                   32.17
16384                  35.64
32768                 126.38
65536                 135.95
131072                158.79
262144                270.35
