930950

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.43
2                      17.80
4                      20.68
8                      29.19
16                     21.76
32                     20.22
64                     13.03
128                    21.07
256                    16.49
512                    16.80
1024                   30.31
2048                   24.92
4096                   31.03
8192                   30.68
16384                  40.54
32768                 115.64
65536                 135.44
131072                162.19
262144                269.72
