938381

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.86
2                      19.59
4                      15.44
8                      16.49
16                     16.85
32                     17.64
64                     17.09
128                    22.81
256                    30.79
512                    16.39
1024                   19.78
2048                   17.29
4096                   19.16
8192                   29.81
16384                  43.23
32768                 111.35
65536                 135.39
131072                155.79
262144                271.35
