
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.85
2                       5.81
4                       5.74
8                       5.77
16                      5.76
32                      5.78
64                      5.78
128                     6.10
256                    10.17
512                    10.25
1024                   10.54
2048                   10.96
4096                   11.32
8192                   10.00
16384                  12.89
32768                  24.83
65536                  49.02
131072                 68.81
262144                111.53
