
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.41
2                       5.75
4                       5.69
8                       5.73
16                      5.72
32                      5.73
64                      5.77
128                     6.10
256                    10.14
512                    10.26
1024                   10.46
2048                   10.92
4096                   11.29
8192                    9.99
16384                  12.90
32768                  24.91
65536                  49.01
131072                 68.78
262144                111.58
