
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.67
2                       5.82
4                       5.73
8                       5.72
16                      5.76
32                      5.75
64                      5.78
128                     6.05
256                    10.14
512                    10.26
1024                   10.52
2048                   10.97
4096                   11.36
8192                   10.02
16384                  12.87
32768                  24.78
65536                  48.96
131072                 68.63
262144                111.42
