
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.56
2                       5.82
4                       5.76
8                       5.74
16                      5.79
32                      5.74
64                      5.90
128                     6.27
256                    10.15
512                    10.23
1024                   10.50
2048                   10.90
4096                   11.27
8192                   10.02
16384                  12.96
32768                  24.88
65536                  48.95
131072                 68.76
262144                111.57
