
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.41
2                       5.89
4                       5.78
8                       5.78
16                      5.75
32                      5.78
64                      5.79
128                     6.13
256                    10.12
512                    10.22
1024                   10.50
2048                   10.99
4096                   11.34
8192                   10.05
16384                  12.92
32768                  24.86
65536                  49.07
131072                 68.80
262144                111.57
