
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.92
2                       5.79
4                       5.80
8                       5.74
16                      5.72
32                      5.71
64                      5.77
128                     6.07
256                    10.15
512                    10.27
1024                   10.49
2048                   10.97
4096                   11.35
8192                    9.98
16384                  12.92
32768                  24.86
65536                  49.10
131072                 68.97
262144                111.53
