
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.96
2                       5.82
4                       5.78
8                       5.81
16                      5.73
32                      5.85
64                      5.79
128                     6.13
256                    10.15
512                    10.25
1024                   10.50
2048                   10.97
4096                   11.34
8192                   10.02
16384                  12.94
32768                  24.85
65536                  49.06
131072                 68.81
262144                111.73
