
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.99
2                       5.79
4                       5.74
8                       5.80
16                      5.75
32                      5.75
64                      5.81
128                     6.06
256                    10.00
512                    10.15
1024                   10.32
2048                   10.79
4096                   11.14
8192                    9.97
16384                  12.87
32768                  24.84
65536                  48.98
131072                 68.79
262144                111.57
