
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.90
2                       5.81
4                       5.78
8                       5.78
16                      5.78
32                      5.83
64                      5.78
128                     6.06
256                    10.13
512                    10.33
1024                   10.50
2048                   10.95
4096                   11.35
8192                    9.96
16384                  12.88
32768                  24.86
65536                  49.01
131072                 68.77
262144                111.54
