
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.68
2                       5.82
4                       5.73
8                       5.74
16                      5.75
32                      5.76
64                      5.79
128                     6.11
256                    10.15
512                    10.23
1024                   10.49
2048                   10.99
4096                   11.31
8192                   10.00
16384                  12.89
32768                  24.97
65536                  48.97
131072                 68.82
262144                111.57
