
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.86
2                       5.77
4                       5.71
8                       5.76
16                      5.73
32                      5.71
64                      5.78
128                     6.14
256                    10.17
512                    10.28
1024                   10.48
2048                   10.95
4096                   11.40
8192                   10.05
16384                  12.93
32768                  24.83
65536                  49.05
131072                 68.70
262144                111.58
