
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.52
2                       5.79
4                       5.74
8                       5.78
16                      5.73
32                      5.74
64                      5.80
128                     6.10
256                    10.28
512                    10.24
1024                   10.49
2048                   10.97
4096                   11.30
8192                    9.97
16384                  12.90
32768                  24.86
65536                  49.04
131072                 68.74
262144                111.67
