
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.90
2                       5.83
4                       5.69
8                       5.72
16                      5.76
32                      5.72
64                      5.77
128                     6.03
256                    10.01
512                    10.10
1024                   10.30
2048                   10.81
4096                   11.14
8192                   10.00
16384                  12.88
32768                  24.78
65536                  48.95
131072                 68.73
262144                111.52
