
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.99
2                       6.00
4                       5.77
8                       5.87
16                      5.80
32                      5.83
64                      5.83
128                     6.19
256                    10.08
512                    10.21
1024                   10.50
2048                   11.06
4096                   11.26
8192                   10.02
16384                  12.96
32768                  24.84
65536                  49.02
131072                 68.79
262144                111.53
