
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.10
2                       5.83
4                       5.75
8                       5.73
16                      5.77
32                      5.77
64                      5.75
128                     6.06
256                    10.14
512                    10.24
1024                   10.45
2048                   10.94
4096                   11.34
8192                   10.02
16384                  12.94
32768                  24.80
65536                  49.00
131072                 68.76
262144                111.59
