
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.87
2                       5.82
4                       5.72
8                       5.80
16                      5.83
32                      5.74
64                      5.80
128                     6.06
256                    10.13
512                    10.23
1024                   10.53
2048                   10.96
4096                   11.33
8192                    9.98
16384                  12.86
32768                  24.87
65536                  49.02
131072                 68.76
262144                111.64
