
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.96
2                       5.80
4                       5.72
8                       5.75
16                      5.85
32                      5.71
64                      5.78
128                     6.07
256                    10.18
512                    10.28
1024                   10.53
2048                   10.98
4096                   11.34
8192                   10.00
16384                  12.92
32768                  24.87
65536                  49.04
131072                 68.89
262144                111.51
