
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.71
2                       5.88
4                       5.80
8                       5.84
16                      5.79
32                      5.91
64                      5.81
128                     6.13
256                    10.00
512                    10.19
1024                   10.47
2048                   10.97
4096                   11.36
8192                   10.05
16384                  12.95
32768                  24.82
65536                  49.06
131072                 68.78
262144                111.60
