1233322

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.48              6.35              5.55              7.41
2                      11.62              6.37              5.55              5.49
4                      11.31              6.41              5.59             12.27
8                      11.25              6.36              5.54             11.80
16                     12.13              7.02              6.18             17.22
32                     14.76              8.51              7.57             17.53
64                     14.79              8.49              7.55             16.48
128                    24.37             12.85             11.61              0.81
256                    25.69             13.39             12.06              0.00
512                    26.97             14.90             13.56             10.98
1024                   32.54             19.30             17.70             25.16
2048                   46.78             28.74             26.60             32.18
4096                   72.34             47.10             43.92             42.53
8192                  147.99             91.36             85.60             33.84
16384                 207.65            151.97            142.77             61.00
32768                 500.12            336.92            317.07             48.53
65536                1040.52            710.87            669.46             50.76
131072               2215.30           1514.76           1427.09             50.91
262144               4798.30           3436.66           3238.42             57.95
