1226966

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.77              6.45              5.66              5.97
2                      11.67              6.39              5.58              5.30
4                      11.44              6.37              5.51              7.92
8                      11.44              6.38              5.53              8.69
16                     12.10              7.02              6.19             17.93
32                     15.11              8.59              7.63             14.59
64                     14.75              8.50              7.58             17.57
128                    24.46             12.88             11.63              0.47
256                    24.76             12.76             11.56              0.00
512                    27.53             15.08             13.72              9.23
1024                   32.42             18.98             17.38             22.69
2048                   47.21             28.88             26.72             31.38
4096                   76.14             46.34             43.20             31.01
8192                  145.74             90.42             84.76             34.74
16384                 207.25            154.13            144.80             63.31
32768                 501.62            332.37            312.78             45.89
65536                1032.93            721.69            679.64             54.21
131072               2241.25           1523.27           1435.13             49.97
262144               4428.65           3403.23           3206.72             68.02
