1231737

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.74              6.49              5.67              7.46
2                      11.65              6.38              5.58              5.70
4                      11.64              6.37              5.55              5.12
8                      11.48              6.28              5.47              4.94
16                     12.15              7.00              6.18             16.61
32                     14.78              8.63              7.67             19.83
64                     14.64              8.54              7.60             19.74
128                    24.52             12.94             11.70              1.00
256                    24.74             13.12             11.89              2.23
512                    27.45             15.13             13.78             10.61
1024                   33.36             19.54             17.99             23.21
2048                   47.42             29.18             27.06             32.61
4096                   76.25             46.52             43.26             31.28
8192                  146.43             91.73             86.00             36.39
16384                 210.43            152.98            143.68             60.02
32768                 501.54            336.87            317.02             48.06
65536                1069.55            729.04            686.63             50.41
131072               2252.06           1524.20           1436.05             49.32
262144               4811.18           3432.62           3234.53             57.38
