1253948

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.66              6.41              5.56              5.59
2                      11.56              6.36              5.54              6.09
4                      11.44              6.29              5.48              5.99
8                      11.38              6.13              5.35              1.89
16                     12.20              7.00              6.13             15.26
32                     14.76              8.44              7.49             15.73
64                     14.50              8.38              7.42             17.42
128                    24.21             12.72             11.49              0.03
256                    24.86             13.15             11.88              1.50
512                    27.49             14.84             13.50              6.27
1024                   32.67             18.80             17.24             19.54
2048                   46.75             28.66             26.50             31.75
4096                   82.19             46.28             43.13             16.73
8192                  144.33             90.85             85.14             37.19
16384                 210.01            153.85            144.53             61.15
32768                 509.77            340.27            320.21             47.06
65536                1038.58            707.52            666.24             50.31
131072               2170.22           1491.37           1405.06             51.69
262144               4519.13           3378.30           3183.31             64.16
