1234909

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.59              6.42              5.58              7.34
2                      11.52              6.25              5.44              3.16
4                      11.24              6.46              5.65             15.50
8                      11.19              6.21              5.43              8.28
16                     12.05              6.96              6.13             16.93
32                     14.72              8.56              7.61             18.91
64                     14.43              8.47              7.55             21.18
128                    24.25             12.68             11.48              0.00
256                    25.03             13.01             11.79              0.00
512                    27.33             15.13             13.77             11.39
1024                   33.61             19.96             18.36             25.66
2048                   46.46             28.43             26.34             31.53
4096                   78.40             46.63             43.44             26.86
8192                  146.03             91.75             85.98             36.86
16384                 202.52            149.46            140.38             62.21
32768                 503.38            335.91            316.09             47.02
65536                1052.50            722.54            680.42             51.51
131072               2199.22           1491.11           1404.83             49.59
262144               4694.31           3513.36           3310.11             64.32
