1250772

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.36              6.20              5.42              4.95
2                      11.28              6.15              5.36              4.39
4                      11.10              6.20              5.41              9.40
8                      11.11              6.18              5.39              8.60
16                     11.93              6.83              6.04             15.51
32                     14.47              8.39              7.49             18.83
64                     14.52              8.35              7.45             17.21
128                    24.06             12.61             11.44              0.00
256                    24.55             12.85             11.66              0.00
512                    26.88             15.04             13.70             13.56
1024                   31.84             18.57             16.99             21.91
2048                   46.03             27.58             25.52             27.69
4096                   77.33             46.33             43.15             28.18
8192                  142.10             90.66             84.98             39.47
16384                 204.87            152.60            143.34             63.54
32768                 512.28            343.94            323.63             47.98
65536                1064.10            726.50            684.19             50.66
131072               2253.41           1510.79           1423.38             47.83
262144               4871.52           3472.68           3272.08             57.25
