1249183

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.63              6.43              5.57              6.70
2                      11.58              6.42              5.57              7.41
4                      11.20              6.27              5.47              9.84
8                      11.42              6.26              5.47              5.74
16                     12.08              6.92              6.10             15.44
32                     14.69              8.57              7.65             20.04
64                     14.71              8.52              7.57             18.25
128                    24.45             12.78             11.62              0.00
256                    24.84             13.05             11.86              0.54
512                    27.59             15.03             13.70              8.34
1024                   33.47             19.89             18.30             25.84
2048                   46.46             27.64             25.61             26.52
4096                   74.91             46.24             43.09             33.46
8192                  144.22             91.27             85.51             38.07
16384                 206.55            152.76            143.48             62.51
32768                 508.27            336.29            316.21             45.61
65536                1043.79            722.56            680.44             52.79
131072               2190.63           1492.83           1406.23             50.38
262144               4563.11           3445.51           3246.50             65.58
