1241252

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.64              6.46              5.67              8.73
2                      11.61              6.35              5.54              4.94
4                      11.41              6.30              5.55              7.96
8                      11.44              6.30              5.53              7.18
16                     12.01              6.94              6.11             17.06
32                     14.83              8.61              7.67             18.88
64                     14.80              8.58              7.65             18.66
128                    24.27             12.87             11.64              2.08
256                    24.79             13.17             11.94              2.66
512                    27.21             14.92             13.61              9.69
1024                   32.50             19.34             17.76             25.89
2048                   46.48             28.30             26.19             30.58
4096                   81.50             46.47             43.32             19.14
8192                  142.84             90.76             85.07             38.79
16384                 206.86            151.22            142.06             60.83
32768                 501.74            337.75            317.78             48.40
65536                1036.74            708.55            667.32             50.82
131072               2229.86           1515.10           1427.39             49.92
262144               4791.23           3397.72           3201.42             56.47
