1258705

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.71              6.41              5.59              5.34
2                      11.61              6.42              5.60              7.34
4                      11.32              6.33              5.55             10.08
8                      11.23              6.26              5.45              8.67
16                     12.12              7.02              6.18             17.45
32                     14.93              8.61              7.62             17.08
64                     14.98              8.55              7.58             15.16
128                    25.30             12.76             11.54              0.00
256                    24.80             13.03             11.79              0.15
512                    27.31             14.89             13.57              8.46
1024                   33.08             19.60             18.02             25.15
2048                   46.34             28.31             26.24             31.28
4096                   72.36             46.41             43.26             40.02
8192                  142.31             90.17             84.50             38.29
16384                 207.93            153.48            144.16             62.23
32768                 503.67            336.47            316.63             47.19
65536                1039.52            713.27            671.69             51.43
131072               2220.16           1498.33           1411.58             48.86
262144               4848.63           3474.44           3273.65             58.02
