1244424

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.83              6.51              5.72              6.96
2                      11.64              6.41              5.63              7.15
4                      11.54              6.31              5.51              5.26
8                      11.47              6.21              5.43              3.37
16                     12.26              7.06              6.20             16.16
32                     14.76              8.59              7.65             19.44
64                     14.88              8.65              7.68             18.75
128                    24.07             12.55             11.40              0.00
256                    24.66             13.02             11.82              1.49
512                    27.26             14.93             13.62              9.41
1024                   32.80             19.21             17.63             22.91
2048                   47.37             29.73             27.55             35.96
4096                   79.34             46.72             43.54             25.08
8192                  147.26             91.53             85.77             35.03
16384                 213.80            156.05            146.60             60.61
32768                 494.43            331.06            311.52             47.56
65536                1032.85            714.01            672.37             52.58
131072               2205.05           1493.18           1406.61             49.39
262144               4711.51           3443.14           3244.30             60.90
