1260297

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.43              6.43              5.62             11.17
2                      11.51              6.23              5.44              2.92
4                      11.92              6.31              5.49              0.00
8                      11.11              6.12              5.35              6.63
16                     12.12              7.04              6.21             18.18
32                     14.69              8.65              7.70             21.63
64                     14.49              8.54              7.59             21.56
128                    23.85             12.65             11.49              2.50
256                    24.30             12.97             11.76              3.72
512                    27.00             14.81             13.45              9.33
1024                   32.84             19.52             17.95             25.80
2048                   46.65             28.12             26.04             28.86
4096                   77.51             46.90             43.74             30.03
8192                  147.25             90.72             84.93             33.45
16384                 215.43            158.16            148.40             61.41
32768                 496.08            331.52            311.98             47.25
65536                1051.24            717.24            675.46             50.55
131072               2136.38           1443.28           1359.25             49.01
262144               4373.69           3204.13           3019.16             61.26
