1263470

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.78              6.59              5.79             10.40
2                      11.78              6.34              5.55              2.02
4                      11.65              6.38              5.59              5.56
8                      11.54              6.33              5.55              6.00
16                     12.34              7.11              6.27             16.45
32                     15.03              8.78              7.83             20.25
64                     15.06              8.80              7.83             20.07
128                    24.71             12.87             11.66              0.00
256                    24.97             13.02             11.81              0.00
512                    27.47             15.01             13.64              8.65
1024                   32.68             20.05             18.43             31.48
2048                   45.91             27.43             25.40             27.24
4096                   76.55             46.54             43.39             30.84
8192                  145.64             92.09             86.35             37.99
16384                 207.32            155.06            145.65             64.12
32768                 501.09            335.58            315.81             47.59
65536                1047.12            723.57            681.47             52.52
131072               2263.34           1516.29           1428.51             47.70
262144               4775.70           3477.66           3276.92             60.39
