1236496

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.56              6.45              5.64              9.44
2                      11.64              6.31              5.52              3.47
4                      11.35              6.39              5.57             11.03
8                      11.18              6.27              5.48             10.42
16                     12.12              6.97              6.13             15.98
32                     14.63              8.50              7.59             19.25
64                     14.75              8.56              7.62             18.69
128                    24.44             13.01             11.79              3.04
256                    24.75             13.29             12.08              5.12
512                    27.45             15.21             13.84             11.55
1024                   33.43             19.37             17.84             21.15
2048                   46.63             28.50             26.39             31.31
4096                   77.73             47.55             44.32             31.93
8192                  147.82             90.90             85.19             33.19
16384                 216.49            155.02            145.60             57.78
32768                 501.58            337.81            317.88             48.48
65536                1052.62            718.11            676.28             50.54
131072               2259.81           1524.61           1436.38             48.82
262144               4851.22           3500.94           3298.74             59.07
