1230148

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.79              6.48              5.69              6.75
2                      11.63              6.41              5.60              6.88
4                      11.59              6.40              5.58              7.05
8                      11.31              6.22              5.41              5.95
16                     12.30              6.93              6.09             12.01
32                     14.88              8.66              7.70             19.21
64                     14.80              8.56              7.64             18.34
128                    24.44             12.92             11.74              1.83
256                    24.82             13.32             12.14              5.33
512                    27.31             15.06             13.74             10.86
1024                   32.89             19.27             17.69             23.02
2048                   46.03             27.27             25.24             25.70
4096                   81.98             46.40             43.22             17.66
8192                  144.77             92.01             86.06             38.70
16384                 207.42            152.04            142.84             61.23
32768                 492.81            328.32            308.71             46.72
65536                1057.26            719.67            677.54             50.17
131072               2218.21           1502.49           1414.54             49.40
262144               4462.39           3411.62           3214.64             67.31
