1238081

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.60              6.46              5.67              9.31
2                      11.64              6.46              5.66              8.51
4                      11.60              6.39              5.57              6.53
8                      11.51              6.39              5.57              8.01
16                     12.14              7.04              6.18             17.52
32                     15.71              8.54              7.60              5.62
64                     14.84              8.44              7.50             14.80
128                    24.77             12.92             11.73              0.00
256                    25.09             13.27             12.04              1.84
512                    27.54             15.13             13.81             10.14
1024                   33.38             19.35             17.75             20.95
2048                   46.66             28.86             26.72             33.37
4096                   73.54             46.48             43.32             37.54
8192                  143.90             90.44             84.74             36.91
16384                 206.99            153.50            144.21             62.91
32768                 494.69            334.98            315.17             49.33
65536                1044.75            712.98            671.44             50.59
131072               2233.34           1520.59           1432.18             50.23
262144               4947.81           3469.58           3269.15             54.78
