1252358

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.03              6.78              5.95             11.66
2                      11.83              6.46              5.68              5.64
4                      11.67              6.52              5.70              9.70
8                      11.60              6.46              5.64              8.92
16                     12.24              7.13              6.27             18.59
32                     14.98              8.83              7.83             21.51
64                     14.91              8.70              7.72             19.57
128                    24.54             12.87             11.65              0.00
256                    25.24             13.03             11.80              0.00
512                    27.38             15.21             13.88             12.32
1024                   33.73             19.53             17.97             21.01
2048                   47.04             29.63             27.44             36.55
4096                   72.83             46.64             43.48             39.76
8192                  143.73             90.18             84.21             36.40
16384                 207.39            152.10            142.89             61.31
32768                 499.17            333.41            313.65             47.15
65536                1066.15            725.22            682.45             50.04
131072               2226.42           1510.15           1422.14             49.63
262144               4823.76           3484.02           3282.78             59.19
