1228552

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.67              6.43              5.62              6.71
2                      11.63              6.45              5.67              8.69
4                      11.49              6.38              5.60              8.88
8                      11.40              6.26              5.48              6.28
16                     12.20              7.01              6.17             16.01
32                     15.89             10.76              9.66             46.88
64                     14.91              8.68              7.71             19.14
128                    24.74             12.96             11.77              0.00
256                    24.89             13.16             11.96              1.93
512                    27.97             15.28             13.88              8.54
1024                   32.91             19.24             17.65             22.51
2048                   46.45             28.56             26.42             32.31
4096                   77.56             46.60             43.42             28.69
8192                  138.54             88.95             83.34             40.50
16384                 204.33            150.24            141.11             61.66
32768                 499.59            334.81            315.08             47.70
65536                1038.31            707.69            666.46             50.39
131072               2191.75           1503.23           1416.19             51.38
262144               4723.18           3443.70           3244.88             60.57
