1247597

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.63              6.35              5.57              5.09
2                      11.62              6.37              5.58              5.93
4                      11.48              6.34              5.57              7.66
8                      11.53              6.30              5.51              5.02
16                     12.21              7.09              6.25             18.11
32                     14.75              8.46              7.56             16.74
64                     14.72              8.54              7.64             19.08
128                    24.61             12.86             11.68              0.00
256                    25.00             13.14             11.94              0.68
512                    27.47             14.77             13.47              5.68
1024                   33.55             19.62             18.04             22.79
2048                   46.44             28.56             26.43             32.34
4096                   85.78             47.19             43.88             12.07
8192                  148.97             92.50             86.56             34.76
16384                 208.92            153.83            144.52             61.89
32768                 496.23            333.86            314.06             48.30
65536                1048.43            718.43            676.61             51.23
131072               2216.35           1479.97           1393.93             47.17
262144               4713.32           3406.62           3210.08             59.29
