1225378

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.72              6.46              5.67              7.28
2                      11.65              6.45              5.66              8.11
4                      11.32              6.28              5.50              8.40
8                      11.18              6.25              5.41              8.74
16                     12.25              7.03              6.17             15.33
32                     14.72              8.50              7.59             18.10
64                     14.70              8.50              7.57             18.09
128                    24.68             12.81             11.57              0.00
256                    24.91             13.10             11.89              0.67
512                    27.33             14.86             13.54              7.85
1024                   33.33             19.51             17.91             22.86
2048                   46.59             27.49             25.42             24.88
4096                   74.81             46.49             43.38             34.70
8192                  147.28             91.14             85.39             34.26
16384                 209.25            153.57            144.27             61.41
32768                 497.73            332.81            313.00             47.31
65536                1037.84            712.47            670.89             51.50
131072               2127.38           1464.83           1380.01             51.99
262144               4450.51           3402.35           3205.99             67.31
