1255533

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.79              6.62              5.81             11.13
2                      11.74              6.46              5.64              6.60
4                      13.55              6.44              5.62              0.00
8                      11.38              6.33              5.53              8.58
16                     12.25              7.01              6.14             14.80
32                     14.67              8.67              7.75             22.48
64                     14.76              8.64              7.71             20.63
128                    24.56             12.98             11.78              1.74
256                    24.96             13.38             12.16              4.83
512                    27.17             15.15             13.81             12.97
1024                   32.84             19.52             17.91             25.65
2048                   46.54             28.33             26.16             30.38
4096                   78.11             46.72             43.53             27.90
8192                  143.26             91.19             85.48             39.08
16384                 214.80            153.60            144.24             57.58
32768                 500.49            332.87            313.22             46.48
65536                1038.56            711.64            670.17             51.22
131072               2185.29           1496.32           1409.66             51.13
262144               4747.66           3428.33           3230.30             59.16
