1246009

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.75              6.48              5.71              7.76
2                      11.63              6.43              5.64              7.81
4                      11.55              6.44              5.62              9.15
8                      11.54              6.34              5.51              5.71
16                     12.33              6.97              6.13             12.51
32                     18.40              8.61              7.63              0.00
64                     14.80              8.59              7.64             18.62
128                    24.61             12.91             11.71              0.06
256                    24.96             13.08             11.86              0.00
512                    27.30             14.81             13.48              7.33
1024                   33.54             19.81             18.18             24.50
2048                   47.48             30.76             28.52             41.37
4096                   79.60             46.57             43.41             23.89
8192                  148.37             90.61             84.93             31.99
16384                 209.92            155.83            146.39             63.05
32768                 498.74            329.41            309.96             45.37
65536                1028.47            704.95            663.85             51.27
131072               2258.50           1515.85           1428.06             48.00
262144               4766.43           3370.63           3175.89             56.05
